"","Taxa0001","Taxa0002","Taxa0003","Taxa0004","Taxa0005","Taxa0006","Taxa0007","Taxa0008","Taxa0009","Taxa0010","Taxa0011","Taxa0012","Taxa0013","Taxa0014","Taxa0015","Taxa0016","Taxa0017","Taxa0018","Taxa0019","Taxa0020","Taxa0021","Taxa0022","Taxa0023","Taxa0024","Taxa0025","Taxa0026","Taxa0027","Taxa0028","Taxa0029","Taxa0030","Taxa0031","Taxa0032","Taxa0033","Taxa0034","Taxa0035","Taxa0036","Taxa0037","Taxa0038","Taxa0039","Taxa0040","Taxa0041","Taxa0042","Taxa0043","Taxa0044","Taxa0045","Taxa0046","Taxa0047","Taxa0048","Taxa0049","Taxa0050","Taxa0051","Taxa0052","Taxa0053","Taxa0054","Taxa0055","Taxa0056","Taxa0057","Taxa0058","Taxa0059","Taxa0060","Taxa0061","Taxa0062","Taxa0063","Taxa0064","Taxa0065","Taxa0066","Taxa0067","Taxa0068","Taxa0069","Taxa0070","Taxa0071","Taxa0072","Taxa0073","Taxa0074","Taxa0075","Taxa0076","Taxa0077","Taxa0078","Taxa0079","Taxa0080","Taxa0081","Taxa0082","Taxa0083","Taxa0084","Taxa0085","Taxa0086","Taxa0087","Taxa0088","Taxa0089","Taxa0090","Taxa0091","Taxa0092","Taxa0093","Taxa0094","Taxa0095","Taxa0096","Taxa0097","Taxa0098","Taxa0099","Taxa0100","Taxa0101","Taxa0102","Taxa0103","Taxa0104","Taxa0105","Taxa0106","Taxa0107","Taxa0108","Taxa0109","Taxa0110","Taxa0111","Taxa0112","Taxa0113","Taxa0114","Taxa0115","Taxa0116","Taxa0117","Taxa0118","Taxa0119","Taxa0120","Taxa0121","Taxa0122","Taxa0123","Taxa0124","Taxa0125","Taxa0126","Taxa0127","Taxa0128","Taxa0129","Taxa0130","Taxa0131","Taxa0132","Taxa0133","Taxa0134","Taxa0135","Taxa0136","Taxa0137","Taxa0138","Taxa0139","Taxa0140","Taxa0141","Taxa0142","Taxa0143","Taxa0144","Taxa0145","Taxa0146","Taxa0147","Taxa0148","Taxa0149","Taxa0150","Taxa0151","Taxa0152","Taxa0153","Taxa0154","Taxa0155","Taxa0156","Taxa0157","Taxa0158","Taxa0159","Taxa0160","Taxa0161","Taxa0162","Taxa0163","Taxa0164","Taxa0165","Taxa0166","Taxa0167","Taxa0168","Taxa0169","Taxa0170","Taxa0171","Taxa0172","Taxa0173","Taxa0174","Taxa0175","Taxa0176","Taxa0177","Taxa0178","Taxa0179","Taxa0180","Taxa0181","Taxa0182","Taxa0183","Taxa0184","Taxa0185","Taxa0186","Taxa0187","Taxa0188","Taxa0189","Taxa0190","Taxa0191","Taxa0192","Taxa0193","Taxa0194","Taxa0195","Taxa0196","Taxa0197","Taxa0198","Taxa0199","Taxa0200","Taxa0201","Taxa0202","Taxa0203","Taxa0204","Taxa0205","Taxa0206","Taxa0207","Taxa0208","Taxa0209","Taxa0210","Taxa0211","Taxa0212","Taxa0213","Taxa0214","Taxa0215","Taxa0216","Taxa0217","Taxa0218","Taxa0219","Taxa0220","Taxa0221","Taxa0222","Taxa0223","Taxa0224","Taxa0225","Taxa0226","Taxa0227","Taxa0228","Taxa0229","Taxa0230","Taxa0231","Taxa0232","Taxa0233","Taxa0234","Taxa0235","Taxa0236","Taxa0237","Taxa0238","Taxa0239","Taxa0240","Taxa0241","Taxa0242","Taxa0243","Taxa0244","Taxa0245","Taxa0246","Taxa0247","Taxa0248","Taxa0249","Taxa0250","Taxa0251","Taxa0252","Taxa0253","Taxa0254","Taxa0255","Taxa0256","Taxa0257","Taxa0258","Taxa0259","Taxa0260","Taxa0261","Taxa0262","Taxa0263","Taxa0264","Taxa0265","Taxa0266","Taxa0267","Taxa0268","Taxa0269","Taxa0270","Taxa0271","Taxa0272","Taxa0273","Taxa0274","Taxa0275","Taxa0276","Taxa0277","Taxa0278","Taxa0279","Taxa0280","Taxa0281","Taxa0282","Taxa0283","Taxa0284","Taxa0285","Taxa0286","Taxa0287","Taxa0288","Taxa0289","Taxa0290","Taxa0291","Taxa0292","Taxa0293","Taxa0294","Taxa0295","Taxa0296","Taxa0297","Taxa0298","Taxa0299","Taxa0300","Taxa0301","Taxa0302","Taxa0303","Taxa0304","Taxa0305","Taxa0306","Taxa0307","Taxa0308","Taxa0309","Taxa0310","Taxa0311","Taxa0312","Taxa0313","Taxa0314","Taxa0315","Taxa0316","Taxa0317","Taxa0318","Taxa0319","Taxa0320","Taxa0321","Taxa0322","Taxa0323","Taxa0324","Taxa0325","Taxa0326","Taxa0327","Taxa0328","Taxa0329","Taxa0330","Taxa0331","Taxa0332","Taxa0333","Taxa0334","Taxa0335","Taxa0336","Taxa0337","Taxa0338","Taxa0339","Taxa0340","Taxa0341","Taxa0342","Taxa0343","Taxa0344","Taxa0345","Taxa0346","Taxa0347","Taxa0348","Taxa0349","Taxa0350","Taxa0351","Taxa0352","Taxa0353","Taxa0354","Taxa0355","Taxa0356","Taxa0357","Taxa0358","Taxa0359","Taxa0360","Taxa0361","Taxa0362","Taxa0363","Taxa0364","Taxa0365","Taxa0366","Taxa0367","Taxa0368","Taxa0369","Taxa0370","Taxa0371","Taxa0372","Taxa0373","Taxa0374","Taxa0375","Taxa0376","Taxa0377","Taxa0378","Taxa0379","Taxa0380","Taxa0381","Taxa0382","Taxa0383","Taxa0384","Taxa0385","Taxa0386","Taxa0387","Taxa0388","Taxa0389","Taxa0390","Taxa0391","Taxa0392","Taxa0393","Taxa0394","Taxa0395","Taxa0396","Taxa0397","Taxa0398","Taxa0399","Taxa0400","Taxa0401","Taxa0402","Taxa0403","Taxa0404","Taxa0405","Taxa0406","Taxa0407","Taxa0408","Taxa0409","Taxa0410","Taxa0411","Taxa0412","Taxa0413","Taxa0414","Taxa0415","Taxa0416","Taxa0417","Taxa0418","Taxa0419","Taxa0420","Taxa0421","Taxa0422","Taxa0423","Taxa0424","Taxa0425","Taxa0426","Taxa0427","Taxa0428","Taxa0429","Taxa0430","Taxa0431","Taxa0432","Taxa0433","Taxa0434","Taxa0435","Taxa0436","Taxa0437","Taxa0438","Taxa0439","Taxa0440","Taxa0441","Taxa0442","Taxa0443","Taxa0444","Taxa0445","Taxa0446","Taxa0447","Taxa0448","Taxa0449","Taxa0450","Taxa0451","Taxa0452","Taxa0453","Taxa0454","Taxa0455","Taxa0456","Taxa0457","Taxa0458","Taxa0459","Taxa0460","Taxa0461","Taxa0462","Taxa0463","Taxa0464","Taxa0465","Taxa0466","Taxa0467","Taxa0468","Taxa0469","Taxa0470","Taxa0471","Taxa0472","Taxa0473","Taxa0474","Taxa0475","Taxa0476","Taxa0477","Taxa0478","Taxa0479","Taxa0480","Taxa0481","Taxa0482","Taxa0483","Taxa0484","Taxa0485","Taxa0486","Taxa0487","Taxa0488","Taxa0489","Taxa0490","Taxa0491","Taxa0492","Taxa0493","Taxa0494","Taxa0495","Taxa0496","Taxa0497","Taxa0498","Taxa0499","Taxa0500","Taxa0501","Taxa0502","Taxa0503","Taxa0504","Taxa0505","Taxa0506","Taxa0507","Taxa0508","Taxa0509","Taxa0510","Taxa0511","Taxa0512","Taxa0513","Taxa0514","Taxa0515","Taxa0516","Taxa0517","Taxa0518","Taxa0519","Taxa0520","Taxa0521","Taxa0522","Taxa0523","Taxa0524","Taxa0525","Taxa0526","Taxa0527","Taxa0528","Taxa0529","Taxa0530","Taxa0531","Taxa0532","Taxa0533","Taxa0534","Taxa0535","Taxa0536","Taxa0537","Taxa0538","Taxa0539","Taxa0540","Taxa0541","Taxa0542","Taxa0543","Taxa0544","Taxa0545","Taxa0546","Taxa0547","Taxa0548","Taxa0549","Taxa0550","Taxa0551","Taxa0552","Taxa0553","Taxa0554","Taxa0555","Taxa0556","Taxa0557","Taxa0558","Taxa0559","Taxa0560","Taxa0561","Taxa0562","Taxa0563","Taxa0564","Taxa0565","Taxa0566","Taxa0567","Taxa0568","Taxa0569","Taxa0570","Taxa0571","Taxa0572","Taxa0573","Taxa0574","Taxa0575","Taxa0576","Taxa0577","Taxa0578","Taxa0579","Taxa0580","Taxa0581","Taxa0582","Taxa0583","Taxa0584","Taxa0585","Taxa0586","Taxa0587","Taxa0588","Taxa0589","Taxa0590","Taxa0591","Taxa0592","Taxa0593","Taxa0594","Taxa0595","Taxa0596","Taxa0597","Taxa0598","Taxa0599","Taxa0600","Taxa0601","Taxa0602","Taxa0603","Taxa0604","Taxa0605","Taxa0606","Taxa0607","Taxa0608","Taxa0609","Taxa0610","Taxa0611","Taxa0612","Taxa0613","Taxa0614","Taxa0615","Taxa0616","Taxa0617","Taxa0618","Taxa0619","Taxa0620","Taxa0621","Taxa0622","Taxa0623","Taxa0624","Taxa0625","Taxa0626","Taxa0627","Taxa0628","Taxa0629","Taxa0630","Taxa0631","Taxa0632","Taxa0633","Taxa0634","Taxa0635","Taxa0636","Taxa0637","Taxa0638","Taxa0639","Taxa0640","Taxa0641","Taxa0642","Taxa0643","Taxa0644","Taxa0645","Taxa0646","Taxa0647","Taxa0648","Taxa0649","Taxa0650","Taxa0651","Taxa0652","Taxa0653","Taxa0654","Taxa0655","Taxa0656","Taxa0657","Taxa0658","Taxa0659","Taxa0660","Taxa0661","Taxa0662","Taxa0663","Taxa0664","Taxa0665","Taxa0666","Taxa0667","Taxa0668","Taxa0669","Taxa0670","Taxa0671","Taxa0672","Taxa0673","Taxa0674","Taxa0675","Taxa0676","Taxa0677","Taxa0678","Taxa0679","Taxa0680","Taxa0681","Taxa0682","Taxa0683","Taxa0684","Taxa0685","Taxa0686","Taxa0687","Taxa0688","Taxa0689","Taxa0690","Taxa0691","Taxa0692","Taxa0693","Taxa0694","Taxa0695","Taxa0696","Taxa0697","Taxa0698","Taxa0699","Taxa0700","Taxa0701","Taxa0702","Taxa0703","Taxa0704","Taxa0705","Taxa0706","Taxa0707","Taxa0708","Taxa0709","Taxa0710","Taxa0711","Taxa0712","Taxa0713","Taxa0714","Taxa0715","Taxa0716","Taxa0717","Taxa0718","Taxa0719","Taxa0720","Taxa0721","Taxa0722","Taxa0723","Taxa0724","Taxa0725","Taxa0726","Taxa0727","Taxa0728","Taxa0729","Taxa0730","Taxa0731","Taxa0732","Taxa0733","Taxa0734","Taxa0735","Taxa0736","Taxa0737","Taxa0738","Taxa0739","Taxa0740","Taxa0741","Taxa0742","Taxa0743","Taxa0744","Taxa0745","Taxa0746","Taxa0747","Taxa0748","Taxa0749","Taxa0750","Taxa0751","Taxa0752","Taxa0753","Taxa0754","Taxa0755","Taxa0756","Taxa0757","Taxa0758","Taxa0759","Taxa0760","Taxa0761","Taxa0762","Taxa0763","Taxa0764","Taxa0765","Taxa0766","Taxa0767","Taxa0768","Taxa0769","Taxa0770","Taxa0771","Taxa0772","Taxa0773","Taxa0774","Taxa0775","Taxa0776","Taxa0777","Taxa0778","Taxa0779","Taxa0780","Taxa0781","Taxa0782","Taxa0783","Taxa0784","Taxa0785","Taxa0786","Taxa0787","Taxa0788","Taxa0789","Taxa0790","Taxa0791","Taxa0792","Taxa0793","Taxa0794","Taxa0795","Taxa0796","Taxa0797","Taxa0798","Taxa0799","Taxa0800","Taxa0801","Taxa0802","Taxa0803","Taxa0804","Taxa0805","Taxa0806","Taxa0807","Taxa0808","Taxa0809","Taxa0810","Taxa0811","Taxa0812","Taxa0813","Taxa0814","Taxa0815","Taxa0816","Taxa0817","Taxa0818","Taxa0819","Taxa0820","Taxa0821","Taxa0822","Taxa0823","Taxa0824","Taxa0825","Taxa0826","Taxa0827","Taxa0828","Taxa0829","Taxa0830","Taxa0831","Taxa0832","Taxa0833","Taxa0834","Taxa0835","Taxa0836","Taxa0837","Taxa0838","Taxa0839","Taxa0840","Taxa0841","Taxa0842","Taxa0843","Taxa0844","Taxa0845","Taxa0846","Taxa0847","Taxa0848","Taxa0849","Taxa0850","Taxa0851","Taxa0852","Taxa0853","Taxa0854","Taxa0855","Taxa0856"
"S001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587005896226415,0,0,0,0.738048349056604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406784787735849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411933962264151,0,0,1.40057547169811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274622641509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168206367924528,0,0.0738048349056604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235145636792453,0,0,0,0,0,0,0.0566409198113208,0,0,0.0858195754716981,0,0,0.137311320754717,0.417083136792453,0,0,0,0,0,0,0,0,0,0,0.442829009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101267099056604,0,0,0,0.889090801886792,0,0.109849056603774,0,1.69407841981132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10813266509434,0,0,0,0,0,0,0,0,0,0,0,0.72775,0,0,0.0223130896226415,0,0,0,0,0,0,0,0.0360442216981132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52758844339623,0,1.20662323113208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429097877358491,0,0.217981721698113,0.43767983490566,0,0,0,0,0,0,0.149326061320755,0,0,0,0,0.441112617924528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755212264150943,0,0,0,0,0,0,0,0.17335554245283,0.0257458726415094,0,0,0,0,0,0,0.0205966981132075,0,0,0.420515919811321,0.0875359669811321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154475235849057,0.0480589622641509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52890094339623,0,0,0.0789540094339623,0.142460495283019,0,0,3.97344634433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202534198113207,0,0,0,0,0,0,0,0,0,0,0.0326114386792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30046933962264,0,0,0,0,0,0.0205966981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823867924528302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329547169811321,0,0,0,0,0,0.0755212264150943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161340801886792,0,0,0,0,0,0,0,0,0,0,0,0,0.859912146226415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389620872641509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961179245283019,0,0,0,0.236862028301887,0,0,0,0,0,0,0.211116155660377,1.65116863207547,0,0,0.418799528301887,0,0,0,0
"S002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735697674418604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143052325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846052325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682563953488372,0.163488372093023,0,0,0,0,14.7589127906977,1.49183139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00954069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159401162790698,0,0,0,0,0,0,0,0,0,0,0,0.0408720930232558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367848837209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694825581395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106267441860465,0,0,0,0,0,0.0367848837209302,0,0,0,0,0,0,0,0,0,0,0,0.17575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232970930232558,0,5.1294476744186,0,0,0,0,0.874662790697674,0,0,0.0940058139534884,0,0,0.0694825581395349,0,0,0,0,0,0,0,0,0.0572209302325581,0,0,0,0,0,0.0735697674418604,0,0,0,0,0.0531337209302326,0,0.0531337209302326,0,0,0,0,0.0653953488372093,0.0899186046511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077656976744186,0,0,0,0,0,0,1.02588953488372,0,0,0.580383720930233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9414593023256,0.0613081395348837,0,1.43052325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257494186046512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956406976744186,0,0,0,0,0,6.4864011627907,13.2016860465116,0.232970930232558,0,0,0,0,0,0,0.347412790697674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106267441860465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257494186046512,0,0.110354651162791,0,0,0,0,0,0.0449593023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01771511627907,0,0,0,0,0,0,0,0,0,0,0,0,2.78338953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653953488372093,0.0735697674418604,0,0,0,0,0.269755813953488,0,0,0,0.686651162790698,0,0,0,0,0,0,0,14.084523255814,0,0,0,0,0,0,0
"S003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506977777533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152669444370833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161311111033333,0.1641916665875,0,0.0576111110833333,0,0,12.0608861052958,0.0489694444208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671169444120833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13781944389583,0,0,0,0,0,0,0,0,0,0,0,0.0432083333125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403277777583333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126744444383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161311111033333,1.04852222171667,0,3.750483331525,0,0,0,0,0.685572221891667,0.1123416666125,0,0.443605555341667,0,0,0,0,0,0,0,0,0,0,0.0432083333125,0,0,0,0,0,0,0.120983333275,0,0,0,0,0.0720138888541667,0,0,0,0,0,0,0.671169444120833,0.0403277777583333,0.106580555504167,0,0,0,0.360069444270833,0,0.1641916665875,0,0,0,0,0,0,0,0,0.0662527777458333,0,0,0.218922222116667,0.123863888829167,0,0,0.65676666635,0,0,0.4752916664375,0,0,0,0,0,0.0316861110958333,0,0,0,0,0,0,0,0.115222222166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4559694389208,0,0,0,0,0,0.051849999975,0,0,0,0.1469083332625,0,0,0,3.22910277622083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460888888666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947702777320833,0.0432083333125,0,0.0403277777583333,0,0,0,0,0,0.748944444083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5530666664,0,0.4234416664625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62150277362083,0,0,0,0,0,0,0,0,0,0,0,0,2.540649998775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3715916664875,0,0,0,0,0,0,0,3.750483331525,0,0,0,0,0,0,0
